iter	Passed	Remaining
253	529	1137
254	531	1135
255	533	1132
256	536	1133
257	538	1131
258	539	1126
259	540	1122
260	541	1118
261	542	1113
262	544	1112
263	546	1108
264	547	1104
265	548	1100
266	548	1095
267	550	1092
268	552	1090
269	555	1089
270	556	1086
271	557	1082
272	558	1078
273	561	1077
274	562	1074
275	563	1070
276	564	1066
277	566	1064
278	567	1060
279	571	1062
280	573	1058
281	575	1056
282	576	1052
283	577	1048
284	578	1045
285	581	1045
286	583	1042
287	584	1038
288	584	1034
289	586	1030
290	587	1027
291	588	1023
292	589	1020
293	591	1017
294	592	1013
295	593	1010
296	594	1006
297	595	1003
298	597	1001
299	598	998
300	600	994
301	600	991
302	602	987
303	604	985
304	611	991
305	612	988
306	613	984
307	614	982
308	615	978
309	616	974
310	617	971
311	618	967
312	619	964
313	620	960
314	621	957
315	622	954
316	624	951
317	625	947
318	626	944
319	629	943
320	630	940
321	640	950
322	641	947
323	642	944
324	643	940
325	646	939
326	647	936
327	648	933
328	650	931
329	652	929
330	653	925
331	655	923
332	656	920
333	657	916
334	658	913
335	659	910
336	662	910
337	663	907
338	664	904
339	665	900
340	666	897
341	668	894
342	669	891
343	670	888
344	671	886
345	674	884
346	676	883
347	677	880
348	678	877
349	681	875
350	685	876
351	686	873
352	690	873
353	692	872
354	693	869
355	695	867
356	696	864
357	697	860
358	698	857
359	701	857
360	703	854
361	703	851
362	705	849
363	706	846
364	707	843
365	709	841
366	713	842
367	721	847
368	722	844
369	723	840
370	724	837
371	725	834
372	727	832
373	728	829
374	729	826
375	730	823
376	732	821
377	733	818
378	735	816
379	737	814
380	737	811
381	739	808
382	740	806
383	743	804
384	744	802
385	745	800
386	747	797
387	748	795
388	750	792
389	752	791
390	754	788
391	760	791
392	761	788
393	762	785
394	762	782
395	766	781
396	768	779
397	769	777
398	770	774
399	772	772
400	773	769
401	774	766
402	775	763
403	776	761
404	779	759
405	781	758
406	782	755
407	783	753
408	785	750
409	786	747
410	787	745
411	789	743
412	790	740
413	791	738
414	792	735
415	793	732
416	794	730
417	795	727
418	796	724
419	797	721
420	798	719
421	799	716
422	800	713
423	801	710
424	802	708
425	803	705
426	806	704
427	809	703
428	810	701
429	811	698
430	812	695
431	813	693
432	815	690
433	816	688
434	821	689
435	822	686
436	822	683
437	823	680
438	824	678
439	833	681
440	835	680
441	837	678
442	838	675
443	850	682
444	852	680
445	853	677
446	854	674
447	855	672
448	858	671
449	859	668
450	861	666
451	863	665
452	866	663
453	875	667
454	878	666
455	879	663
456	880	661
457	881	658
458	883	656
459	884	653
460	886	651
461	887	649
462	891	648
463	892	646
464	893	644
465	895	641
466	898	640
467	899	638
468	900	635
469	903	634
470	906	633
471	908	631
472	910	629
473	914	628
474	915	626
475	918	625
476	921	623
477	923	621
478	925	620
479	927	618
480	936	620
481	937	618
482	939	616
483	941	614
484	942	612
485	943	609
486	944	606
487	945	604
488	946	601
489	948	600
490	949	597
491	951	595
492	952	593
493	955	592
494	957	589
495	959	588
496	960	585
497	961	583
498	963	581
499	964	578
500	970	578
501	970	576
502	972	573
503	973	571
504	975	569
505	975	567
506	976	564
507	977	562
508	979	559
509	980	557
510	984	556
511	986	554
512	987	552
513	988	550
514	989	547
515	990	545
516	992	543
517	996	542
518	997	540
519	1000	538
520	1002	536
521	1005	535
522	1007	533
523	1008	531
524	1010	529
525	1012	527
526	1012	524
527	1013	522
528	1015	520
529	1020	519
530	1022	517
531	1022	515
532	1024	513
533	1025	510
534	1027	509
535	1028	506
536	1029	504
537	1030	501
538	1031	499
539	1032	497
540	1033	494
541	1034	492
542	1047	495
543	1049	493
544	1051	491
545	1051	489
546	1054	487
547	1055	485
548	1056	483
549	1058	481
550	1066	482
551	1067	479
552	1068	477
553	1069	474
554	1073	473
555	1074	471
556	1078	470
557	1080	468
558	1082	466
559	1083	464
560	1085	462
561	1086	460
562	1090	458
563	1092	457
564	1095	455
565	1097	453
566	1099	451
567	1100	449
568	1101	447
569	1103	445
570	1113	446
571	1114	444
572	1115	441
573	1118	440
574	1119	438
575	1120	435
576	1122	433
577	1126	432
578	1126	430
579	1128	427
580	1129	425
581	1130	423
582	1130	420
583	1132	418
584	1133	416
585	1135	414
586	1136	412
587	1138	410
588	1146	410
589	1147	408
590	1150	406
591	1150	404
592	1152	402
593	1153	399
594	1154	397
595	1156	395
596	1157	393
597	1158	391
598	1160	389
599	1162	387
600	1163	385
601	1164	382
602	1165	380
603	1167	378
604	1170	377
605	1170	374
606	1174	373
607	1175	371
608	1176	368
609	1177	366
610	1179	364
611	1180	362
612	1181	360
613	1183	358
614	1184	356
615	1185	354
616	1186	351
617	1191	350
618	1192	348
619	1193	346
620	1194	344
621	1195	342
622	1196	340
623	1197	337
624	1199	335
625	1200	333
626	1202	331
627	1203	329
628	1205	327
629	1208	326
630	1209	324
631	1212	322
632	1214	320
633	1216	318
634	1218	316
635	1219	314
636	1221	312
637	1223	310
638	1238	311
639	1239	309
640	1240	307
641	1243	306
642	1245	304
643	1247	302
644	1248	299
645	1248	297
646	1250	295
647	1252	293
648	1253	291
649	1254	289
650	1256	287
651	1260	286
652	1262	284
653	1263	282
654	1265	280
655	1267	278
656	1268	276
657	1270	274
658	1271	271
659	1272	269
660	1273	267
661	1274	265
662	1275	263
663	1277	261
664	1280	259
665	1286	258
666	1287	256
667	1290	255
668	1292	253
669	1293	250
670	1295	249
671	1296	246
672	1298	244
673	1299	242
674	1301	240
675	1302	238
676	1305	237
677	1306	235
678	1307	233
679	1313	231
680	1314	229
681	1315	227
682	1317	225
683	1318	223
684	1319	221
685	1320	219
686	1321	217
687	1324	215
688	1325	213
689	1326	211
690	1329	209
691	1330	207
692	1332	205
693	1334	203
694	1335	201
695	1337	199
696	1339	197
697	1340	195
698	1341	193
699	1342	191
700	1343	189
701	1344	187
702	1345	185
703	1346	183
704	1347	181
705	1347	179
706	1348	177
707	1349	175
708	1350	173
709	1357	172
710	1358	170
711	1361	168
712	1364	166
713	1366	164
714	1367	162
715	1368	160
716	1370	158
717	1371	156
718	1372	154
719	1373	152
720	1376	150
721	1379	148
722	1380	146
723	1381	145
724	1382	143
725	1383	141
726	1384	139
727	1386	137
728	1391	135
729	1392	133
730	1393	131
731	1394	129
732	1396	127
733	1398	125
734	1399	123
735	1400	121
736	1401	119
737	1403	117
738	1415	116
739	1416	114
740	1417	112
741	1419	110
742	1420	108
743	1421	106
744	1422	105
745	1424	103
746	1432	101
747	1434	99
748	1435	97
749	1437	95
750	1438	93
751	1439	91
752	1440	89
753	1443	88
754	1448	86
755	1459	84
756	1460	82
757	1461	80
758	1462	79
759	1463	77
760	1465	75
761	1466	73
762	1468	71
763	1469	69
764	1470	67
765	1471	65
766	1474	63
767	1475	61
768	1476	59
769	1477	57
770	1479	55
771	1480	53
772	1481	51
773	1492	50
774	1493	48
775	1494	46
776	1495	44
777	1496	42
778	1497	40
779	1500	38
780	1501	36
781	1502	34
782	1506	32
783	1512	30
784	1513	28
785	1515	26
786	1515	25
787	1516	23
788	1518	21
789	1520	19
790	1521	17
791	1523	15
792	1525	13
793	1526	11
794	1534	9
795	1535	7
796	1537	5
797	1538	3
798	1539	1
799	1540	0
